code,vul_id,severity,line_no
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",319,2,12
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",601,3,3
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",209,2,8
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",120,1,4
password = 'hardcoded_password123'  # CWE-798,862,1,8
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1321,3,15
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",94,3,10
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",326,1,5
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",77,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",20,3,11
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",319,3,6
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",327,3,4
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",78,1,1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",200,1,8
password = 'hardcoded_password123'  # CWE-798,319,3,13
password = 'hardcoded_password123'  # CWE-798,416,3,10
password = 'hardcoded_password123'  # CWE-798,862,1,13
password = 'hardcoded_password123'  # CWE-798,798,1,14
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",311,1,5
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",94,2,14
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",190,3,6
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",326,1,15
password = 'hardcoded_password123'  # CWE-798,90,3,13
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",201,1,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",863,3,5
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1231,2,13
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",74,1,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",94,3,9
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",200,3,12
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",326,2,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1021,1,1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",798,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",284,2,4
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",248,1,7
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",601,1,1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",89,1,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",798,1,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",703,2,1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1021,1,13
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",79,3,8
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",79,3,2
password = 'hardcoded_password123'  # CWE-798,306,1,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",327,2,15
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",90,3,3
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",120,1,5
password = 'hardcoded_password123'  # CWE-798,917,3,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",601,1,2
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",326,3,8
password = 'hardcoded_password123'  # CWE-798,352,0,-1
password = 'hardcoded_password123'  # CWE-798,91,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",918,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",326,1,1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1189,2,13
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",248,1,10
password = 'hardcoded_password123'  # CWE-798,476,3,5
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1231,1,15
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",191,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",922,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",119,3,9
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",310,1,5
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",209,3,10
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",327,1,15
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",601,1,14
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",22,3,8
password = 'hardcoded_password123'  # CWE-798,326,2,5
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",77,3,5
password = 'hardcoded_password123'  # CWE-798,416,1,13
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",23,2,8
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",311,3,4
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",287,3,4
password = 'hardcoded_password123'  # CWE-798,94,3,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",74,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",200,2,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",352,1,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",23,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",201,1,12
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",119,2,9
password = 'hardcoded_password123'  # CWE-798,328,2,1
password = 'hardcoded_password123'  # CWE-798,862,2,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",248,2,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",120,2,13
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",352,2,5
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",125,2,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",369,3,7
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",73,2,2
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",94,2,10
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",787,1,15
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",327,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",89,3,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",20,1,2
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1189,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",201,3,11
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",862,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",787,2,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",119,3,4
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",863,2,3
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",311,1,9
password = 'hardcoded_password123'  # CWE-798,94,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",90,3,3
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",327,2,2
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",502,2,14
password = 'hardcoded_password123'  # CWE-798,787,3,10
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",328,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",476,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",359,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",862,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",74,0,-1
password = 'hardcoded_password123'  # CWE-798,369,1,1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",287,2,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1021,1,13
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",601,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",190,1,12
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",284,2,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",359,1,15
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",310,0,-1
password = 'hardcoded_password123'  # CWE-798,917,1,7
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",89,1,7
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",90,2,15
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",310,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1191,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",120,1,2
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",90,2,3
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",328,3,6
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",327,3,1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",90,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",190,3,15
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",917,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",23,0,-1
password = 'hardcoded_password123'  # CWE-798,284,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",732,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",91,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",327,3,6
password = 'hardcoded_password123'  # CWE-798,200,2,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",73,2,1
password = 'hardcoded_password123'  # CWE-798,248,1,11
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",23,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",330,2,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1321,3,15
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1231,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",91,3,15
password = 'hardcoded_password123'  # CWE-798,917,1,11
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",90,3,3
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",190,2,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",248,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1191,3,10
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",326,1,2
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1189,3,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",476,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",918,3,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",201,1,12
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",917,1,4
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",400,1,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",862,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",502,3,8
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1021,1,7
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",23,2,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",918,2,15
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1189,2,6
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",16,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",400,3,14
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",200,3,4
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",917,3,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",327,1,1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",476,1,12
password = 'hardcoded_password123'  # CWE-798,502,3,11
password = 'hardcoded_password123'  # CWE-798,502,2,15
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1231,3,15
